Timestamp,06.005.BLK01.PAD04.INV01 - INV01 - Inverter04.AC_POWER (kW)
09/02/2018 15:20:00,660.3557428
09/02/2018 15:25:00,640.4178418
09/02/2018 15:30:00,647.0757697
09/02/2018 15:35:00,684.1645726
09/02/2018 15:40:00,763.9451794
09/02/2018 15:45:00,904.5233623
09/02/2018 15:50:00,882.4435534
09/02/2018 15:55:00,1059.04933
09/02/2018 16:00:00,1312.083171
09/02/2018 16:05:00,1100.012219
09/02/2018 16:10:00,1323.371684
09/02/2018 16:15:00,1232.769474
09/02/2018 16:20:00,1308.463647
09/02/2018 16:25:00,1608.729013
09/02/2018 16:30:00,1985.004793
09/02/2018 16:35:00,1466.807283
09/02/2018 16:40:00,1141.541118
09/02/2018 16:45:00,1988.141072
09/02/2018 16:50:00,1972.41408
09/02/2018 16:55:00,1976.147477
09/02/2018 17:00:00,1931.763838
09/02/2018 17:05:00,1643.426738
09/02/2018 17:10:00,1687.640747
09/02/2018 17:15:00,1982.793287
09/02/2018 17:20:00,1761.327401
09/02/2018 17:25:00,1932.584855
09/02/2018 17:30:00,1910.215009
09/02/2018 17:35:00,1991.334357
09/02/2018 17:40:00,1707.52019
09/02/2018 17:45:00,1344.482967
09/02/2018 17:50:00,1409.677789
09/02/2018 17:55:00,1179.869667
09/02/2018 18:00:00,1586.951546
09/02/2018 18:05:00,1998.061867
09/02/2018 18:10:00,1990.432413
09/02/2018 18:15:00,1990.278495
09/02/2018 18:20:00,1996.49642
09/02/2018 18:25:00,1887.891293
09/02/2018 18:30:00,1950.905356
09/02/2018 18:35:00,1910.581146
09/02/2018 18:40:00,1355.731351
09/02/2018 18:45:00,1754.280715
09/02/2018 18:50:00,1146.334831
09/02/2018 18:55:00,372.4009584
09/02/2018 19:00:00,512.7174767
09/02/2018 19:05:00,1199.043211
09/02/2018 19:10:00,1124.659139
09/02/2018 19:15:00,962.7175924
09/02/2018 19:20:00,799.456296
09/02/2018 19:25:00,676.710313
09/02/2018 19:30:00,524.8497237
09/02/2018 19:35:00,214.6083099
09/02/2018 19:40:00,104.9928959
09/02/2018 19:45:00,73.85128385
09/02/2018 19:50:00,46.64217381
09/02/2018 19:55:00,40.0402606
